utc,cam,nreq,n403,nok,ncool,nsess,frames,hits,window_s,poll,session,impersonate
2026-09-18 02:22:43,satara,42,35,7,6,1,3,0,729,10,1,chrome
2026-09-18 02:40:05,nossob,62,3,59,0,1,27,2,723,10,1,chrome
2026-09-18 02:40:05,talamati,60,0,60,0,1,23,0,723,10,1,chrome
2026-09-18 02:40:05,satara,41,39,2,7,1,2,0,723,10,1,chrome
2026-09-18 02:54:21,nossob,44,38,6,6,1,3,0,730,10,1,chrome
2026-09-18 02:54:21,talamati,44,38,6,6,1,4,0,730,10,1,chrome
2026-09-18 02:54:21,satara,44,38,6,6,1,4,0,730,10,1,chrome
2026-09-18 03:13:13,nossob,58,7,51,1,1,22,0,732,10,1,chrome
2026-09-18 03:13:13,talamati,54,14,40,2,1,19,0,732,10,1,chrome
2026-09-18 03:13:13,satara,61,14,47,1,1,17,0,732,10,1,chrome
2026-09-18 03:31:03,nossob,41,37,4,7,1,2,0,728,10,1,chrome
2026-09-18 03:31:03,talamati,38,38,0,7,1,0,0,728,10,1,chrome
2026-09-18 03:31:03,satara,41,37,4,7,1,3,0,728,10,1,chrome
2026-09-18 03:47:51,nossob,43,36,7,6,1,4,0,723,10,1,chrome
2026-09-18 03:47:51,talamati,46,36,10,6,1,5,0,723,10,1,chrome
2026-09-18 03:47:51,satara,37,36,1,7,1,1,0,723,10,1,chrome
2026-09-18 04:01:49,nossob,43,38,5,6,1,2,0,722,10,1,chrome
2026-09-18 04:01:49,talamati,40,37,3,7,1,1,0,722,10,1,chrome
2026-09-18 04:01:49,satara,62,17,45,2,1,18,6,722,10,1,chrome
2026-09-18 04:22:09,nossob,59,0,59,0,1,22,1,731,10,1,chrome
2026-09-18 04:22:09,talamati,59,4,55,0,1,24,5,731,10,1,chrome
2026-09-18 04:22:09,satara,62,6,56,0,1,20,5,731,10,1,chrome
2026-09-18 04:40:08,nossob,62,10,52,0,1,23,1,724,10,1,chrome
2026-09-18 04:40:08,talamati,40,37,3,7,1,2,0,724,10,1,chrome
2026-09-18 04:40:08,satara,51,31,20,4,1,10,3,724,10,1,chrome
2026-09-18 04:54:26,nossob,53,26,27,3,1,12,1,729,10,1,chrome
2026-09-18 04:54:26,talamati,38,38,0,7,1,0,0,729,10,1,chrome
2026-09-18 04:54:26,satara,44,38,6,6,1,4,1,729,10,1,chrome
2026-09-18 05:12:24,nossob,38,38,0,7,1,0,0,731,10,1,chrome
2026-09-18 05:12:24,talamati,46,35,11,6,1,5,0,731,10,1,chrome
2026-09-18 05:12:24,satara,38,38,0,7,1,0,0,731,10,1,chrome
2026-09-18 05:29:24,nossob,56,7,49,1,1,21,0,731,10,1,chrome
2026-09-18 05:29:24,talamati,55,5,50,1,1,21,0,731,10,1,chrome
2026-09-18 05:29:24,satara,53,12,41,2,1,17,7,731,10,1,chrome
2026-09-18 05:45:56,nossob,60,6,54,0,1,23,0,726,10,1,chrome
2026-09-18 05:45:56,talamati,43,40,3,6,1,3,0,726,10,1,chrome
2026-09-18 05:45:56,satara,55,5,50,1,1,22,6,726,10,1,chrome
2026-09-18 05:59:54,nossob,63,7,55,0,2,20,1,729,10,1,chrome
2026-09-18 05:59:54,talamati,64,7,57,0,1,21,5,729,10,1,chrome
2026-09-18 05:59:54,satara,62,4,58,0,1,24,1,729,10,1,chrome
2026-09-18 06:24:16,nossob,58,0,58,0,1,21,0,729,10,1,chrome
2026-09-18 06:24:16,talamati,59,1,58,0,1,24,4,729,10,1,chrome
2026-09-18 06:24:16,satara,61,2,59,0,2,23,4,729,10,1,chrome
2026-09-18 06:45:45,nossob,56,8,48,1,7,22,0,731,10,1,chrome
2026-09-18 06:45:45,talamati,49,26,23,4,15,10,2,731,10,1,chrome
2026-09-18 06:45:45,satara,60,2,58,0,2,23,5,731,10,1,chrome
2026-09-18 07:00:14,nossob,54,11,43,2,6,18,0,731,10,1,chrome
2026-09-18 07:00:14,talamati,53,25,28,3,10,15,1,731,10,1,chrome
2026-09-18 07:00:14,satara,38,38,0,7,30,0,0,731,10,1,chrome
2026-09-18 07:21:51,nossob,61,3,58,0,3,25,1,729,10,1,chrome
2026-09-18 07:21:51,talamati,58,7,51,1,6,23,3,729,10,1,chrome
2026-09-18 07:21:51,satara,61,4,57,0,4,24,3,729,10,1,chrome
2026-09-18 07:38:28,nossob,58,8,50,1,3,22,1,730,10,1,chrome
2026-09-18 07:38:28,talamati,54,13,41,2,11,17,1,730,10,1,chrome
2026-09-18 07:38:28,satara,59,7,52,1,6,21,1,730,10,1,chrome
2026-09-18 07:53:01,nossob,49,19,30,3,16,13,0,724,10,1,chrome
2026-09-18 07:53:01,talamati,49,16,33,3,13,14,1,724,10,1,chrome
2026-09-18 07:53:01,satara,40,31,9,6,25,4,1,724,10,1,chrome
2026-09-18 08:12:16,nossob,58,4,54,0,4,24,0,728,10,1,chrome
2026-09-18 08:12:16,talamati,59,2,57,0,2,26,5,728,10,1,chrome
2026-09-18 08:12:16,satara,52,10,42,2,9,19,2,728,10,1,chrome
2026-09-18 08:31:23,nossob,58,1,57,0,1,22,0,731,10,1,chrome
2026-09-18 08:31:23,talamati,59,2,57,0,2,24,0,731,10,1,chrome
2026-09-18 08:31:23,satara,56,5,51,1,5,20,7,731,10,1,chrome
2026-09-18 08:48:10,nossob,61,2,59,0,2,19,0,728,10,1,chrome
2026-09-18 08:48:10,talamati,57,9,48,1,8,21,1,728,10,1,chrome
2026-09-18 08:48:10,satara,61,0,61,0,1,24,4,728,10,1,chrome
2026-09-18 09:01:13,nossob,58,7,51,1,6,20,0,729,10,1,chrome
2026-09-18 09:01:13,talamati,53,10,43,2,9,18,1,729,10,1,chrome
2026-09-18 09:01:13,satara,62,3,59,0,3,24,4,729,10,1,chrome
2026-09-18 09:21:47,nossob,61,3,58,0,3,21,0,731,10,1,chrome
2026-09-18 09:21:47,talamati,61,1,60,0,1,24,1,731,10,1,chrome
2026-09-18 09:21:47,satara,62,1,61,0,1,26,7,731,10,1,chrome
2026-09-18 09:38:57,nossob,51,19,32,3,16,11,2,732,10,1,chrome
2026-09-18 09:38:57,talamati,56,5,51,1,5,22,2,732,10,1,chrome
2026-09-18 09:38:57,satara,61,1,60,0,1,24,5,732,10,1,chrome
2026-09-18 09:53:25,nossob,61,2,59,0,2,24,0,732,10,1,chrome
2026-09-18 09:53:25,talamati,57,5,52,1,5,21,1,732,10,1,chrome
2026-09-18 09:53:25,satara,59,7,52,1,6,19,6,732,10,1,chrome
2026-09-18 10:12:25,nossob,59,11,48,1,3,16,0,726,10,1,chrome
2026-09-18 10:12:25,talamati,60,3,57,0,3,23,1,726,10,1,chrome
2026-09-18 10:12:25,satara,57,9,48,1,8,20,4,726,10,1,chrome
