utc,last_modified,preset,n,dist,mode,bright,px,blob,blob2,bw,bh,fill,dom,dom2,cx,cy,bpk,bsat,bact,nblobs,blocks,vetoed,veto30,hit,bytes
2026-09-02 13:08:17,"Wed, 02 Sep 2026 13:08:09 GMT",3,242,2.2,day,164.4,4710,28,25,10,4,0.7,0.13,0.19,0.837,0.389,253,0.04,0.191,76,216,55,128,0,357653
2026-09-02 13:08:55,"Wed, 02 Sep 2026 13:08:52 GMT",67,82,1.2,day,153.4,4392,45,33,16,6,0.47,0.17,0.2,0.452,0.717,255,0.22,0.319,52,266,22,130,0,386067
2026-09-02 13:09:08,"Wed, 02 Sep 2026 13:08:52 GMT",67,83,0.8,day,153.4,2526,19,18,9,3,0.7,0.15,0.2,0.475,0.723,254,0.32,0.34,35,124,16,77,0,386067
2026-09-02 13:09:21,"Wed, 02 Sep 2026 13:09:08 GMT",69,80,1.9,day,158.9,4219,45,19,23,4,0.49,0.24,0.28,0.111,0.66,254,0.69,0.155,41,191,79,125,0,370251
2026-09-02 13:10:00,"Wed, 02 Sep 2026 13:09:51 GMT",47,4,8.7,day,163.0,32470,2474,62,96,54,0.48,0.92,0.94,0.575,0.53,255,0.12,0.132,64,2696,0,0,0,277651
2026-09-02 13:10:13,"Wed, 02 Sep 2026 13:10:07 GMT",23,186,1.8,day,166.4,1868,7,6,5,3,0.47,0.1,0.19,0.438,0.738,250,0.14,0.152,38,71,2,22,0,298459
2026-09-02 13:11:04,"Wed, 02 Sep 2026 13:10:51 GMT",66,109,0.7,day,164.1,994,3,1,2,2,0.75,0.2,1.0,0.663,0.846,235,0.0,0.515,13,15,0,9,0,253972
2026-09-02 13:11:17,"Wed, 02 Sep 2026 13:11:07 GMT",3,243,1.5,day,163.7,4631,17,15,12,4,0.35,0.07,0.1,0.199,0.534,253,0.18,0.142,75,227,56,134,0,356575
2026-09-02 13:23:18,"Wed, 02 Sep 2026 13:23:11 GMT",3,244,1.9,day,166.0,4279,22,16,9,6,0.41,0.11,0.15,0.055,0.521,255,0.32,0.172,51,192,51,129,0,356475
2026-09-02 13:23:55,"Wed, 02 Sep 2026 13:23:53 GMT",69,81,2.0,day,156.7,3903,61,15,16,8,0.48,0.34,0.39,0.076,0.626,255,0.34,0.137,30,181,68,86,0,368264
2026-09-02 13:24:08,"Wed, 02 Sep 2026 13:23:53 GMT",69,82,1.4,day,156.7,2262,43,8,16,6,0.45,0.45,0.57,0.077,0.624,255,0.3,0.181,21,95,46,55,0,368264
2026-09-02 13:24:21,"Wed, 02 Sep 2026 13:24:08 GMT",68,82,2.0,day,156.0,3251,26,18,15,4,0.43,0.18,0.28,0.791,0.958,253,0.85,0.258,50,141,12,43,0,368988
2026-09-02 13:24:59,"Wed, 02 Sep 2026 13:24:53 GMT",23,187,1.8,day,166.4,1697,10,10,7,3,0.48,0.15,0.26,0.341,0.739,251,0.4,0.213,28,65,1,20,0,297373
2026-09-02 13:25:11,"Wed, 02 Sep 2026 13:25:07 GMT",66,110,1.2,day,166.3,1344,5,4,3,3,0.56,0.13,0.24,0.513,0.93,239,0.0,0.096,21,38,0,9,0,252588
2026-09-02 13:26:02,"Wed, 02 Sep 2026 13:25:52 GMT",3,245,1.4,day,161.8,3332,10,8,5,5,0.4,0.09,0.15,0.272,0.506,254,0.2,0.115,50,116,45,92,0,354399
2026-09-02 13:26:14,"Wed, 02 Sep 2026 13:26:08 GMT",67,84,2.1,day,152.6,6389,130,112,29,14,0.32,0.29,0.32,0.417,0.664,255,0.37,0.237,39,442,18,140,0,380946
2026-09-02 13:27:05,"Wed, 02 Sep 2026 13:26:53 GMT",69,83,1.8,day,156.8,3182,50,14,11,11,0.41,0.35,0.5,0.071,0.605,255,0.38,0.194,40,142,71,103,0,364000
2026-09-02 13:27:18,"Wed, 02 Sep 2026 13:27:08 GMT",68,83,1.5,day,156.3,2150,9,7,9,1,1.0,0.16,0.38,0.719,0.296,249,0.0,0.32,27,58,11,36,0,377401
2026-09-02 13:27:55,"Wed, 02 Sep 2026 13:27:53 GMT",55,2,5.2,day,158.6,32750,2835,3,96,54,0.55,0.99,1.0,0.599,0.543,255,0.11,0.06,15,2854,0,0,0,295966
2026-09-02 13:28:21,"Wed, 02 Sep 2026 13:28:06 GMT",66,111,1.2,day,167.9,965,4,4,3,2,0.67,0.16,0.36,0.669,0.838,246,0.0,0.38,16,25,0,11,0,252608
2026-09-02 13:28:59,"Wed, 02 Sep 2026 13:28:53 GMT",3,246,1.2,day,161.6,2781,6,5,5,2,0.6,0.08,0.21,0.269,0.509,241,0.0,0.127,48,76,33,70,0,356234
2026-09-02 13:29:12,"Wed, 02 Sep 2026 13:29:08 GMT",67,85,1.6,day,154.8,4831,54,49,11,11,0.45,0.17,0.18,0.635,0.637,255,0.28,0.201,45,322,21,124,0,384222
2026-09-02 13:30:03,"Wed, 02 Sep 2026 13:29:54 GMT",69,84,1.7,day,157.0,3427,91,10,28,11,0.3,0.54,0.65,0.122,0.598,255,0.43,0.185,30,170,78,120,0,366213
2026-09-02 13:30:16,"Wed, 02 Sep 2026 13:30:07 GMT",68,84,1.2,day,155.9,2015,6,4,3,3,0.67,0.09,0.23,0.106,0.738,251,0.17,0.087,37,68,9,21,0,371383
2026-09-02 13:30:54,"Wed, 02 Sep 2026 13:30:51 GMT",66,112,1.0,day,167.9,2739,11,10,5,4,0.55,0.09,0.13,0.253,0.87,247,0.0,0.207,40,116,0,18,0,248390
2026-09-02 13:31:06,"Wed, 02 Sep 2026 13:30:51 GMT",66,113,0.7,day,167.9,1254,5,5,4,2,0.62,0.13,0.33,0.527,0.789,250,0.2,0.273,21,38,1,11,0,248390
2026-09-02 13:31:19,"Wed, 02 Sep 2026 13:31:06 GMT",66,114,0.8,day,167.4,1165,5,5,4,2,0.62,0.16,0.5,0.523,0.785,249,0.0,0.305,19,31,1,17,0,253171
2026-09-02 13:32:09,"Wed, 02 Sep 2026 13:31:56 GMT",3,247,1.3,day,162.4,3413,10,9,8,4,0.31,0.07,0.1,0.675,0.926,249,0.0,0.257,54,143,49,115,0,353395
2026-09-02 13:41:46,"Wed, 02 Sep 2026 13:41:08 GMT",67,86,1.9,day,152.3,5220,151,125,47,10,0.32,0.42,0.46,0.664,0.626,255,0.39,0.235,38,359,14,125,0,381820
2026-09-02 13:41:59,"Wed, 02 Sep 2026 13:41:54 GMT",68,85,1.4,day,157.1,2212,28,7,19,3,0.49,0.37,0.55,0.304,0.529,255,0.25,0.075,27,76,7,20,0,370452
2026-09-02 13:42:12,"Wed, 02 Sep 2026 13:42:07 GMT",23,188,2.0,day,163.5,2193,26,13,15,3,0.58,0.25,0.37,0.329,0.744,255,0.5,0.239,37,103,5,27,0,296962
2026-09-02 13:43:03,"Wed, 02 Sep 2026 13:42:51 GMT",66,115,1.1,day,169.5,2099,5,5,3,3,0.56,0.08,0.31,0.248,0.781,237,0.0,0.156,46,66,2,16,0,254272
2026-09-02 13:43:15,"Wed, 02 Sep 2026 13:43:07 GMT",66,116,0.8,day,169.2,1172,3,3,3,2,0.5,0.11,0.5,0.26,0.772,219,0.0,0.174,21,28,1,11,0,254043
2026-09-02 13:44:07,"Wed, 02 Sep 2026 13:43:55 GMT",67,87,1.8,day,151.7,4450,88,65,31,10,0.28,0.3,0.34,0.19,0.665,255,0.3,0.3,36,289,17,126,0,384146
2026-09-02 13:44:21,"Wed, 02 Sep 2026 13:44:11 GMT",67,88,1.3,day,151.4,2877,33,22,12,7,0.39,0.2,0.23,0.271,0.637,255,0.24,0.306,29,163,16,89,0,383601
2026-09-02 13:45:14,"Wed, 02 Sep 2026 13:45:08 GMT",34,17,1.3,day,167.5,2404,7,7,6,3,0.39,0.09,0.14,0.522,0.828,252,0.43,0.135,38,80,0,27,0,297037
2026-09-02 13:46:06,"Wed, 02 Sep 2026 13:45:52 GMT",66,117,0.9,day,168.7,1286,7,3,4,2,0.88,0.21,0.54,0.67,0.841,250,0.14,0.435,22,33,2,13,0,252551
2026-09-02 13:46:19,"Wed, 02 Sep 2026 13:46:07 GMT",46,3,10.8,day,154.8,39828,3201,11,96,54,0.62,0.98,0.99,0.522,0.455,255,0.1,0.09,32,3271,0,0,0,310300
2026-09-02 13:46:57,"Wed, 02 Sep 2026 13:46:54 GMT",67,89,1.4,day,153.1,3865,44,37,12,9,0.41,0.18,0.21,0.924,0.92,255,0.7,0.284,52,240,18,118,0,381499
2026-09-02 13:47:09,"Wed, 02 Sep 2026 13:47:07 GMT",69,85,2.2,day,158.1,5556,135,28,29,11,0.42,0.44,0.48,0.139,0.576,255,0.48,0.188,42,310,76,145,0,367824
2026-09-02 13:48:02,"Wed, 02 Sep 2026 13:47:53 GMT",68,86,1.4,day,156.9,2887,12,8,3,6,0.67,0.1,0.15,0.308,0.29,255,0.25,0.159,50,119,6,30,0,376930
2026-09-02 13:48:15,"Wed, 02 Sep 2026 13:48:07 GMT",34,18,0.9,day,168.6,1207,4,3,2,3,0.67,0.13,0.31,0.602,0.829,251,0.5,0.112,17,30,0,12,0,305077
2026-09-02 13:48:54,"Wed, 02 Sep 2026 13:48:51 GMT",66,118,1.1,day,172.2,1156,3,2,3,2,0.5,0.16,1.0,0.667,0.84,249,0.0,0.537,15,19,1,12,0,259055
2026-09-02 13:49:07,"Wed, 02 Sep 2026 13:48:51 GMT",66,119,0.8,day,172.2,415,1,0,1,1,1.0,1.0,0.0,0.854,0.722,226,0.0,0.391,1,1,1,2,0,259055
2026-09-02 13:49:21,"Wed, 02 Sep 2026 13:49:08 GMT",3,248,1.4,day,164.0,3974,35,26,20,4,0.44,0.22,0.37,0.267,0.493,254,0.43,0.155,60,158,45,92,0,359922
2026-09-02 13:50:01,"Wed, 02 Sep 2026 13:49:58 GMT",67,90,1.3,day,152.0,3411,36,30,10,9,0.4,0.17,0.19,0.305,0.635,254,0.25,0.293,40,215,18,111,0,385753
2026-09-02 13:50:15,"Wed, 02 Sep 2026 13:50:08 GMT",69,86,1.9,day,158.7,4606,73,34,30,7,0.35,0.28,0.32,0.184,0.552,255,0.44,0.196,38,257,72,151,0,371277
2026-09-02 13:55:49,"Wed, 02 Sep 2026 13:55:08 GMT",3,249,1.3,day,163.5,3478,24,13,15,4,0.4,0.18,0.28,0.064,0.52,253,0.33,0.264,53,136,44,101,0,355841
2026-09-02 13:56:01,"Wed, 02 Sep 2026 13:55:52 GMT",69,87,1.7,day,157.6,4052,50,46,15,7,0.48,0.26,0.31,0.258,0.532,255,0.2,0.226,39,190,81,139,0,302663
2026-09-02 13:56:14,"Wed, 02 Sep 2026 13:56:08 GMT",69,88,1.0,day,158.2,2897,38,28,13,7,0.42,0.3,0.36,0.252,0.534,255,0.45,0.259,23,126,77,123,0,368300
2026-09-02 13:57:18,"Wed, 02 Sep 2026 13:57:08 GMT",34,19,1.0,day,167.2,960,7,3,3,3,0.78,0.27,0.7,0.491,0.968,249,0.0,0.343,14,26,0,12,0,299450
2026-09-02 13:58:07,"Wed, 02 Sep 2026 13:57:56 GMT",3,250,1.6,day,161.3,3354,11,7,9,2,0.61,0.08,0.13,0.102,0.505,253,0.36,0.274,57,140,38,102,0,356269
2026-09-02 13:58:20,"Wed, 02 Sep 2026 13:58:11 GMT",3,251,0.8,day,160.8,2496,8,6,4,5,0.4,0.1,0.26,0.306,0.715,232,0.0,0.293,47,80,33,68,0,356625
2026-09-02 13:59:11,"Wed, 02 Sep 2026 13:59:08 GMT",69,89,1.0,day,157.3,3002,28,20,13,7,0.31,0.22,0.27,0.193,0.534,255,0.54,0.254,35,127,80,124,0,366799
2026-09-02 14:00:02,"Wed, 02 Sep 2026 13:59:51 GMT",34,20,0.9,day,167.8,1014,8,3,6,3,0.44,0.26,0.73,0.483,0.968,235,0.0,0.267,19,31,0,7,0,298124
2026-09-02 14:00:14,"Wed, 02 Sep 2026 14:00:06 GMT",66,120,1.1,day,173.0,1112,2,2,1,2,1.0,0.08,0.0,0.76,0.343,250,0.5,0.06,19,24,1,8,0,249798
2026-09-02 14:01:05,"Wed, 02 Sep 2026 14:00:52 GMT",3,252,0.9,day,163.5,2362,9,5,9,4,0.25,0.12,0.25,0.844,0.704,250,0.67,0.421,38,74,37,74,0,353859
2026-09-02 14:01:17,"Wed, 02 Sep 2026 14:01:09 GMT",3,253,0.8,day,163.3,2246,6,6,5,4,0.3,0.09,0.19,0.514,0.747,251,0.67,0.297,33,69,39,78,0,353978
2026-09-02 14:02:08,"Wed, 02 Sep 2026 14:01:56 GMT",69,90,1.4,day,163.4,2711,30,13,13,5,0.46,0.29,0.38,0.182,0.539,255,0.6,0.269,30,105,78,116,0,368735
2026-09-02 14:02:21,"Wed, 02 Sep 2026 14:02:08 GMT",68,87,1.6,day,162.8,2493,15,11,6,4,0.62,0.18,0.28,0.912,0.316,252,0.27,0.102,32,83,7,21,0,368156
2026-09-02 14:02:59,"Wed, 02 Sep 2026 14:02:54 GMT",34,21,0.7,day,167.0,1107,9,5,5,4,0.45,0.23,0.43,0.455,0.947,247,0.0,0.196,20,40,0,7,0,298064
2026-09-02 14:03:12,"Wed, 02 Sep 2026 14:03:07 GMT",66,121,1.4,day,172.7,1039,5,4,3,2,0.83,0.2,0.29,0.846,0.73,240,0.0,0.302,11,25,1,7,0,255035
2026-09-02 14:04:02,"Wed, 02 Sep 2026 14:03:52 GMT",3,254,1.8,day,167.0,4595,64,29,20,14,0.23,0.26,0.32,0.271,0.872,254,0.38,0.226,57,243,38,115,0,357003
2026-09-02 14:04:14,"Wed, 02 Sep 2026 14:04:09 GMT",3,255,1.0,day,166.9,2752,16,10,6,6,0.44,0.17,0.31,0.399,0.902,255,0.62,0.311,42,93,37,91,0,355874
